user_input,reference_contexts,reference,persona_name,query_style,query_length,synthesizer_name
"How is scandium (Sc) incorporated as a constituent element in the plating layer of hot-dipped steel sheets, and what are the limitations on its content and the content of other related elements according to the described alloy composition?","['<1-hop>\n\n[0066] Zn accounts for the remainder of all constituent elements of the plating layer after excluding constituent elements other than Zn.\n\n[0067] The plating layer preferably does not contain elements other than the above-mentioned elements as constituent elements thereof. In particular, the plating layer preferably contains only Al, Zn, Si, Mg, Cr, Sr and Fe as constituent elements, or preferably contains only Al, Zn, Si, Mg, Cr, Sr and Fe, as well as elements selected from alkaline earth elements, Sc, Y, lanthanoid elements, Ti and B, as constituent elements thereof.\n\n[0068] However, although it goes without saying, the plating layer may also contain unavoidable impurities such as Pb, Cd, Cu or Mn. The content of these unavoidable impurities is preferably as low as possible, and the total content of these unavoidable impurities as a weight ratio based on the weight of the plating layer is preferably 1% by weight or less.\n\n[Method for Producing Hot-Dipped Steel]\n\n[0069] In a preferred embodiment, a hot-dip plating bath is prepared during production of a hot-dipped steel that has a composition that coincides with the composition of constituent elements of the plating layer. Although an alloy layer is formed between the steel substrate and the plating layer as a result of hot-dip plating treatment, the resulting change\n\n\n\n\n\nEP 2 537 954 B1\nin composition is small enough to be ignored.', '<2-hop>\n\n5.0 x 1022 x t-10.0 ≤ y ≤ 7.0 × 1024 x t-10.0 (1),\n\n\n\n\n\nEP 2 537 954 B1\n\nwobei 150 ≤ t ≤ 250.\n\n# Revendications\n\n1. Acier trempé à chaud comprenant un substrat en acier sur lequel est formée une couche de placage en alliage aluminium-zinc, ladite couche de placage en alliage aluminium-zinc contenant Al, Zn, Si, Mg, Cr, Sr, et Fe en tant qu’éléments constitutifs de celle-ci, dans lequel facultativement, ladite couche de placage contient des éléments choisis parmi des éléments alcalino-terreux, Sc, Y, des éléments des lanthanides, Ti et B en tant qu’éléments constitutifs, et dans lequel la teneur totale des éléments alcalino-terreux, Sc, Y et des éléments des lanthanides, si présents, dans la couche de placage en tant que rapport en poids est de 1 % en poids ou moins, et dans lequel, facultativement, ladite couche de placage contient des impuretés inévitables, telles que Pb, Cd, Cu ou Mn, dans lequel la teneur totale des impuretés inévitables, si présents, en tant que rapport en poids par rapport au poids de la couche de placage est de 1 % en poids ou moins, dans lequel ladite couche de placage en alliage aluminium-zinc contient\n- 25 % à 75 % en poids d’Al,\n- 0,1 % à 10 % en poids de Mg,\n- 0,02 % en poids à 1,0 % en poids de Cr,\n- 0,5 % à 10 % en poids, par rapport à Al, de Si,\n- 1 ppm à 1 000 ppm en poids de Sr,\n- 0,1 % à 1,0 % en poids de Fe,']","Scandium (Sc) can be optionally included as a constituent element in the plating layer of hot-dipped steel sheets, alongside other elements such as Al, Zn, Si, Mg, Cr, Sr, Fe, alkaline earth elements, Y, lanthanoid elements, Ti, and B. According to the described alloy composition, the total content of alkaline earth elements, Sc, Y, and lanthanoid elements, if present, in the plating layer must be 1% by weight or less relative to the weight of the plating layer. Additionally, the plating layer is primarily composed of Al, Zn, Si, Mg, Cr, Sr, and Fe, with specific weight percentage ranges for each: 25% to 75% Al, 0.1% to 10% Mg, 0.02% to 1.0% Cr, 0.5% to 10% Si (relative to Al), 1 ppm to 1,000 ppm Sr, and 0.1% to 1.0% Fe. The presence of unavoidable impurities such as Pb, Cd, Cu, or Mn is also permitted, but their total content should not exceed 1% by weight. Thus, Sc is included as an optional minor constituent, with its content strictly limited as part of the combined total with other specified elements.",,,,multi_hop_specific_query_synthesizer
wht is a Europen Patnt Aplication and wht info does it inclde for advnced materils enginers lookng at high-frequncy magntic steel materils?,"['EP 2 602 335 A1\n\n# EUROPEAN PATENT APPLICATION\n\npublished in accordance with Art. 153(4) EPC\n\n(43) Date of publication: 12.06.2013 Bulletin 2013/24\n\n(51) Int Cl.: C21D 8/12 (2006.01) C22C 38/00 (2006.01) C22C 38/06 (2006.01) C22C 38/38 (2006.01) H01F 1/16 (2006.01)\n\n(21) Application number: 11814559.8\n\n(22) Date of filing: 29.07.2011\n\n(86) International application number: PCT/JP2011/067409\n\n(87) International publication number: WO 2012/017933 (09.02.2012 Gazette 2012/06)\n\n(84) Designated Contracting States:\n\n| AL | AT | BE | BG | CH | CY | CZ | DE | DK | EE | ES | FI | FR | GB |\n| -- | -- | -- | -- | -- | -- | -- | -- | -- | -- | -- | -- | -- | -- |\n| GR | HR | HU | IE | IS | IT | LI | LT | LU | LV | MC | MK | MT | NL |\n| NO | PL | PT | RO | RS | SE | SI | SK | SM | TR |    |    |    |    |\n\n(30) Priority: 04.08.2010 JP 2010175580\n\n# Applicant:\n\nNippon Steel &#x26; Sumitomo Metal Corporation\n\nTokyo 100-8071 (JP)\n\n# Inventors:\n\n- KUBOTA, Takeshi\n- Tokyo 100-8071 (JP)\n\nFUJIKURA, Masahiro\n\n# Representative:\n\nVossius &#x26; Partner\n\nSiebertstrasse 4\n\n81675 München (DE)\n\n# PROCESS FOR PRODUCING NON-ORIENTED ELECTROMAGNETIC STEEL SHEET']","A European Patent Application, as shown in EP 2 602 335 A1, includes details such as the publication date (12.06.2013), application number (11814559.8), date of filing (29.07.2011), international application and publication numbers, designated contracting states, priority date (04.08.2010 JP 2010175580), applicant (Nippon Steel & Sumitomo Metal Corporation), inventors, representative, and the title of the invention, which in this case is a process for producing non-oriented electromagnetic steel sheet.",Advanced Materials Engineer,MISSPELLED,LONG,single_hop_specific_query_synthesizer
"How does the effect of manganese (Mn) on reducing iron loss relate to the steel slab composition and processing steps described, and what are the implications for selecting Mn content in steel slabs to optimize magnetic properties and iron loss in high-frequency applications?","['<1-hop>\n\n[0021] Mn has an effect of reducing the iron loss by increasing the electrical resistance of the non-oriented electrical steel sheet to reduce the eddy current loss. Moreover, Mn also has an effect of developing {110}&#x3C;001> orientation, which is desirable for the improvement in magnetic properties in the rolling direction, by improving a primary recrystallization structure. Furthermore, Mn suppresses a precipitation of fine sulfide (MnS or the like, for example), which inhibits the growth of crystal grains. When a Mn content is less than 0.1%, these effects are insufficient. On the other hand, when the Mn content exceeds 2.0%, it is difficult for crystal grains to grow during the intermediate annealing, resulting in that the iron loss is increased. Therefore, the Mn content is not less than 0.1% nor more than 2.0%. Further, in order to further reduce the iron loss, the Mn content is preferably less than 1.0%.\n\n[0022] C has an effect of increasing the iron loss, and it may be also a cause of magnetic aging. Further, when C is contained in a steel strip during cold-rolling at room temperature, the development of the {110}&#x3C;001> orientation, which is desirable for the improvement in the magnetic properties in the rolling direction, is sometimes suppressed. These phenomena are significant when a C content exceeds 0.003%. Therefore, the C content is 0.003% or less.', '<2-hop>\n\nEP 2 602 335 A1\n\nnot limited to these examples.\n\n# Example 1\n\n[0041] First, steel slabs each containing components presented in Table 3 and a balance composed of Fe and inevitable impurities were produced. Then, hot-rolling of each steel slab was conducted to produce a steel strip (hot-rolled sheet), and cold-rolling was performed twice. At this time, the first cold-rolling was started without performing hot-rolled sheet annealing after the hot-rolling, and intermediate annealing was conducted at 950°C for 2 minutes between the two times of the cold-rolling. A thickness of each steel strip after the cold-rolling was set to 0.35 mm. Finish temperatures in the hot-rolling, thicknesses of the hot-rolled sheets, thicknesses of the steel strips after performing the first cold-rolling, and rolling reductions in the second cold-rolling are presented in Table 4. After performing the second cold-rolling, finish annealing was performed at 970°C for 40 seconds. As is apparent from Table 4, a rolling reduction in the first cold-rolling was set to approximately 40%. Further, a sample was taken from each steel strip after the finish annealing, and as magnetic properties thereof, a magnetic flux density B50 and an iron loss W10/400 were measured. The iron loss W10/400 is an iron loss under a condition where a frequency is 400 Hz, and the maximum magnetic flux density is 1.0T. Results of these are also presented in Table 4.\n\n# [0042] Table 3']","Manganese (Mn) reduces iron loss in non-oriented electrical steel sheets by increasing electrical resistance, thereby decreasing eddy current loss. It also promotes the desirable {110}<001> orientation for improved magnetic properties in the rolling direction and suppresses the precipitation of fine sulfides that inhibit crystal grain growth. According to the context, the Mn content should be between 0.1% and 2.0% to achieve these effects, with less than 1.0% preferred for further reduction of iron loss. The steel slab composition, as presented in Table 3, includes Mn along with Fe and inevitable impurities. The processing steps involve hot-rolling, two stages of cold-rolling, intermediate annealing at 950°C, and finish annealing at 970°C. These steps are designed to optimize the microstructure and magnetic properties, as measured by magnetic flux density B50 and iron loss W10/400 at 400 Hz and 1.0T. Selecting the appropriate Mn content in the steel slab composition, combined with the described processing steps, is crucial for minimizing iron loss and enhancing magnetic properties in high-frequency applications.",,,,multi_hop_abstract_query_synthesizer
"How do the addition of Sn and Cu, along with specific hot-rolling and cold-rolling conditions, contribute to the development of desirable {110}<001> orientation in steel strips and the resulting improvement in magnetic properties in the rolling direction?","['<1-hop>\n\n[0023] Sn has an effect of developing the {110}&#x3C;001> orientation, which is desirable for the improvement in the magnetic properties in the rolling direction, by improving the primary recrystallization structure, and it also has an effect of controlling a {111}&#x3C;112> orientation and the like, which are undesirable for the improvement in the magnetic properties. Moreover, Sn has an effect of suppressing oxidation and nitriding on a surface of the steel strip during the intermediate annealing, and it also has an effect of adjusting growth of crystal grains. When a Sn content is less than 0.02%, these effects are insufficient. On the other hand, when the Sn content exceeds 0.40%, these effects saturate and, on the contrary, the growth of crystal grains during the intermediate annealing is sometimes suppressed. Therefore, the Sn content is preferably not less than 0.02% nor more than 0.40%.\n\n[0024] Cu, similar to Sn, has an effect of developing the {110}&#x3C;001> orientation, which is desirable for the improvement in the magnetic properties in the rolling direction, by improving the primary recrystallization structure. When a Cu content is less than 0.1%, this effect is insufficient. On the other hand, when the Cu content exceeds 1.0%, a hot embrittlement is caused, resulting in that the workability in the hot-rolling is lowered. Therefore, the Cu content is preferably not less than 0.1% nor more than 1.0%.', '<2-hop>\n\n[0035] As described above, in the condition where the hot-rolled sheet annealing is not performed, by setting the finish temperature in the hot-rolling to 900°C or less, and by setting the rolling reduction in the second cold-rolling to not less than 40% nor more than 85%, it is possible to obtain extremely good magnetic properties in the rolling direction. The following can be considered as the reason thereof. To start the first cold-rolling with the finish temperature in the hot-rolling being 900°C or less and without performing the hot-rolled sheet annealing is the same as to start the first cold-rolling while maintaining a metallic structure of the steel strip at the end of the finish rolling. Therefore, a high proportion of non-recrystallized rolled texture having the {110}&#x3C;001> orientation is maintained. When the intermediate annealing is performed under the state of maintaining the high proportion of rolled texture, and then the second cold-rolling is conducted at the rolling reduction of not less than 40% nor more than 85%, crystal grains in the {110}&#x3C;001> orientation grow during recrystallization caused by the finish annealing performed after the cold-rolling. As described above, the crystal grains in the {110}&#x3C;001> orientation contribute to the improvement in the magnetic properties in the rolling direction. Incidentally, in order to more securely maintain high proportion of non-recrystallized rolled texture, it is preferable to set the finish']","The addition of Sn and Cu to the steel strip composition plays a crucial role in developing the desirable {110}<001> orientation, which is important for improving magnetic properties in the rolling direction. Sn enhances the primary recrystallization structure, promotes the {110}<001> orientation, suppresses undesirable orientations such as {111}<112>, and helps control oxidation and nitriding during intermediate annealing. The optimal Sn content is between 0.02% and 0.40%, as lower amounts are insufficient and higher amounts can suppress crystal grain growth. Similarly, Cu also promotes the {110}<001> orientation by improving the primary recrystallization structure, with an optimal content between 0.1% and 1.0% to avoid insufficient effects or hot embrittlement. In addition to alloying, process conditions such as setting the hot-rolling finish temperature to 900°C or less and omitting hot-rolled sheet annealing help maintain a high proportion of non-recrystallized rolled texture with the {110}<001> orientation. Subsequent intermediate annealing and a second cold-rolling reduction between 40% and 85% further encourage the growth of crystal grains in the {110}<001> orientation during finish annealing. Together, these compositional and processing strategies result in steel strips with significantly improved magnetic properties in the rolling direction.",,,,multi_hop_specific_query_synthesizer
"What is the relationship between PCT/JP2011/001074 and the European patent application EP 2 679 695 A1, including details about the applicant, filing date, and international publication number?","['EP 2 679 695 A1\n\n# EUROPEAN PATENT APPLICATION\n\npublished in accordance with Art. 153(4) EPC\n\n(43) Date of publication: 01.01.2014 Bulletin 2014/01\n\n(51) Int Cl.: C22C 38/00 (2006.01) C21D 8/12 (2006.01) C22C 38/60 (2006.01) H01F 1/16 (2006.01)\n\n(21) Application number: 11859212.0\n\n(86) International application number: PCT/JP2011/001074\n\n(22) Date of filing: 24.02.2011\n\n(87) International publication number: WO 2012/114383 (30.08.2012 Gazette 2012/35)\n\n(84) Designated Contracting States: AL AT BE BG CH CY CZ DE DK EE ES FI FR GB GR HR HU IE IS IT LI LT LU LV MC MK MT NL NO PL PT RO RS SE SI SK SM TR\n\n(71) Applicant: JFE Steel Corporation Tokyo, 100-0011 (JP)\n\n(72) Inventors:\n\n- KOHNO, Masaaki Tokyo 100-0011 (JP)\n\n(74) Representative: Grünecker, Kinkeldey, Stockmair &#x26; Schwanhäusser Leopoldstrasse 4 80802 München (DE)\n\n# NON-ORIENTED ELECTROMAGNETIC STEEL SHEET AND METHOD FOR MANUFACTURING SAME']","PCT/JP2011/001074 is the international application number associated with the European patent application EP 2 679 695 A1. The applicant for this application is JFE Steel Corporation, located in Tokyo, 100-0011 (JP). The date of filing for the application is 24.02.2011. The international publication number corresponding to this application is WO 2012/114383, published on 30.08.2012 in Gazette 2012/35.",Intellectual Property Manager,WEB_SEARCH_LIKE,LONG,single_hop_specific_query_synthesizer
"What are the chemical composition specifications required for the non-oriented electrical steel sheet described in EP 2 679 695 A1, and how does the patent define the method for manufacturing such a steel sheet?","['<1-hop>\n\nIt can be seen from Table 6 that each of the steel sheets according to the present invention exhibits less scabs,\n\n\n\n\n\nEP 2 679 695 A1\n\n# Claims\n\n1. A non-oriented electrical steel sheet comprising, by mass%:\n- Si: 5.0 % or less;\n- Mn: 2.0 % or less;\n- Al: 2.0 % or less;\n- P: 0.05 % or less,\n\nin a range satisfying formula (1), and the steel sheet further comprising, by mass%:\n- C: 0.008 % or more and 0.040 % or less;\n- N: 0.003 % or less;\n- Ti: 0.04 % or less,\n\nin a range satisfying formula (2), the balance being composed of Fe and incidental impurities:\n300 ≤ 85[Si%] + 16[Mn%] + 40[A1%] + 490[P%] ≤ 430 (1)\n\n0.008 ≤ Ti* &#x3C; 1.2[C%] (2)', '<2-hop>\n\nEP 2 679 695 A1\n\n# EUROPEAN PATENT APPLICATION\n\npublished in accordance with Art. 153(4) EPC\n\n(43) Date of publication: 01.01.2014 Bulletin 2014/01\n\n(51) Int Cl.: C22C 38/00 (2006.01) C21D 8/12 (2006.01) C22C 38/60 (2006.01) H01F 1/16 (2006.01)\n\n(21) Application number: 11859212.0\n\n(86) International application number: PCT/JP2011/001074\n\n(22) Date of filing: 24.02.2011\n\n(87) International publication number: WO 2012/114383 (30.08.2012 Gazette 2012/35)\n\n(84) Designated Contracting States: AL AT BE BG CH CY CZ DE DK EE ES FI FR GB GR HR HU IE IS IT LI LT LU LV MC MK MT NL NO PL PT RO RS SE SI SK SM TR\n\n(71) Applicant: JFE Steel Corporation Tokyo, 100-0011 (JP)\n\n(72) Inventors:\n\n- KOHNO, Masaaki Tokyo 100-0011 (JP)\n\n(74) Representative: Grünecker, Kinkeldey, Stockmair &#x26; Schwanhäusser Leopoldstrasse 4 80802 München (DE)\n\n# NON-ORIENTED ELECTROMAGNETIC STEEL SHEET AND METHOD FOR MANUFACTURING SAME']","According to EP 2 679 695 A1, the non-oriented electrical steel sheet must comprise, by mass%, Si: 5.0% or less, Mn: 2.0% or less, Al: 2.0% or less, and P: 0.05% or less, within a range satisfying the formula 300 ≤ 85[Si%] + 16[Mn%] + 40[Al%] + 490[P%] ≤ 430. Additionally, it must contain C: 0.008% or more and 0.040% or less, N: 0.003% or less, and Ti: 0.04% or less, within a range satisfying the formula 0.008 ≤ Ti* < 1.2[C%], with the balance being Fe and incidental impurities. The patent, published as EP 2 679 695 A1 and WO 2012/114383, is titled 'NON-ORIENTED ELECTROMAGNETIC STEEL SHEET AND METHOD FOR MANUFACTURING SAME,' indicating that it not only specifies the chemical composition but also claims a method for manufacturing the steel sheet as part of its protected subject matter.",,,,multi_hop_abstract_query_synthesizer
"Wht are the limtations of using high-strenght electrial steel shets in high speed motors, consdering their magntic propeties and manufactring chalenges?","['<1-hop>\n\n[0012] As described above, some proposals have been made on high-strength non-oriented electrical steel sheets. In the proposals made to date, however, it has not been possible until now to manufacture, with the use of an ordinary facility for manufacturing electrical steel sheets, such a high-strength non-oriented electrical steel sheet in an industrially stable manner with good yield and at low cost that has good magnetic properties in addition to high tensile strength and high fatigue strength, and furthermore, satisfy the quality requirements of steel sheet, such as those relating to surface defects, internal defects, sheet shape or the like. Particularly, the high-strength electrical steel sheets that have so far been provided for rotors of high speed motors are in a situation where the resulting rotors will be subject to unavoidable heat generation due to their magnetic property, i.e., high iron loss at high frequency, which necessarily poses limitations on the design specification of the motors.']","The limitations of using high-strength electrical steel sheets in high speed motors, considering their magnetic properties and manufacturing challenges, include the inability to manufacture such sheets in an industrially stable manner with good yield and at low cost using ordinary facilities. Additionally, while these sheets may have high tensile and fatigue strength, they often exhibit high iron loss at high frequency, leading to unavoidable heat generation in the rotors. This heat generation due to their magnetic property imposes limitations on the design specifications of the motors.",,,,multi_hop_specific_query_synthesizer
"Who is Arita, Yoshihiro in the context of the patent EP 2 698 441 A1?","['EP 2 698 441 A1\n\n# EUROPEAN PATENT APPLICATION\n\npublished in accordance with Art. 153(4) EPC\n\n(43) Date of publication: 19.02.2014 Bulletin 2014/08\n\n(51) Int Cl.: C22C 38/00 (2006.01) C22C 38/16 (2006.01) C22C 38/60 (2006.01) H01F 1/16 (2006.01)\n\n(21) Application number: 12771871.6\n\n(22) Date of filing: 11.04.2012\n\n(86) International application number: PCT/JP2012/059886\n\n(87) International publication number: WO 2012/141206 (18.10.2012 Gazette 2012/42)\n\n(84) Designated Contracting States:\n\nAL AT BE BG CH CY CZ DE DK EE ES FI FR GB\n\nGR HR HU IE IS IT LI LT LU LV MC MK MT NL NO\n\nPL PT RO RS SE SI SK SM TR\n\n(30) Priority: 13.04.2011 JP 2011089529\n\n(71) Applicant: Nippon Steel &#x26; Sumitomo Metal Corporation\n\nTokyo 100-8071 (JP)\n\n(72) Inventors:\n\n- ARITA, Yoshihiro\n- FUJIKURA, Masahiro\n- MURAKAMI, Hidekuni\n\nTokyo 100-8071 (JP)\n\n(74) Representative: Vossius &#x26; Partner\n\nSiebertstrasse 4\n\n81675 München (DE)\n\n# HIGH-STRENGTH NON-ORIENTED MAGNETIC STEEL SHEET']","Arita, Yoshihiro is listed as one of the inventors of the European patent application EP 2 698 441 A1, which relates to a high-strength non-oriented magnetic steel sheet.",Intellectual Property Manager,MISSPELLED,MEDIUM,single_hop_specific_query_synthesizer
whts the relashunship betwen frakture elongashun and grain refinemnt during hi-temp anneeling?,"['<1-hop>\n\n[0036] In the case when these conditions are satisfied, for example, a yield stress is likely to be 700 MPa or more, and a fracture elongation is likely to be 10% or more. Further, in the case when the preferable conditions are satisfied, the fracture elongation is likely to be 12% or more. Further, for example, a recrystallization area ratio is likely to be 50% or more, and when the thickness of a steel sheet is represented as t (mm), a core loss W10/400 is likely to be 1003t or less.\n\n[0037] Next, there will be explained a manufacturing method of a high-strength non-oriented electrical steel sheet according to an embodiment of the present invention.\n\n[0038] In the present embodiment, a slab having the above-described composition is first heated at 1150°C to 1250°C or so and is subjected to hot rolling, and thereby a hot-rolled sheet is made to then be coiled. Then, the hot-rolled sheet is subjected to cold rolling while being uncoiled, and thereby a cold-rolled sheet is made to then be coiled. Thereafter, finish annealing is performed. Then, an insulating film is formed on the front surface of a steel sheet obtained in this manner. That is, the manufacturing method according to the present embodiment is based on a substantially well-known manufacturing method of a non-oriented electrical steel sheet.', '<2-hop>\n\n10 ≤ [Mn]/[S] ≤ 50  (1) •\n\nThe high-strength non-oriented electrical steel sheet according to (1) further contains, in mass%, Ni: not less than 0.5% nor more than 3.0%.\nThe high-strength non-oriented electrical steel sheet according to (1) or (2) further contains, in mass%, 0.5% or less of one or more of Ti, Nb, V, Zr, B, Bi, Mo, W, Sn, Sb, Mg, Ca, Ce, Co, Cr, and REM in total.\n\n# ADVANTAGEOUS EFFECTS OF INVENTION\n\n[0013] According to the present invention, the interaction of Cu precipitates and sulfide makes it possible to obtain excellent strength and fracture elongation while obtaining a good magnetic property.\n\n# DESCRIPTION OF EMBODIMENTS\n\n[0014] The present inventors earnestly examined the technique of finely keeping crystal grains even if annealing is performed at a high temperature from a viewpoint different from that of Patent Literatures 5 and 6. As a result, it was found that the relationship between a S content and a Mn content is made appropriate and a content of sulfide having a predetermined size is made appropriate, thereby making it possible to finely keep crystal grains even if annealing is performed at a high temperature. In this case, an element which causes magnetic aging is not needed.\n\n[0015] Here, there will be explained an experiment leading to the present invention. Hereinafter, ""%"" being the unit of a content means ""mass%.""']","The fracture elongation is likely to be 10% or more, and can reach 12% or more under preferable conditions. Grain refinement during high-temperature annealing is achieved by appropriately controlling the S and Mn content, which allows crystal grains to remain fine even after annealing. This fine grain structure contributes to excellent strength and fracture elongation in the high-strength non-oriented electrical steel sheet.",,,,multi_hop_abstract_query_synthesizer
What documents were considered relevant in the international search report for patent application PCT/JP2012/059886?,"['<1-hop>\n\nSee patent family annex.\n\nLater document published after the international filing date or priority date and not in conflict with the application but cited to understand the principle or theory underlying the invention.\n\nDocument of particular relevance; the claimed invention cannot be considered novel or cannot be considered to involve an inventive step when the document is taken alone.\n\nDocument of particular relevance; the claimed invention cannot be considered to involve an inventive step when the document is combined with one or more other such documents, such combination being obvious to a person skilled in the art.\n\nDocument member of the same patent family.\n\nDate of the actual completion of the international search: 09 July, 2012 (09.07.12)\n\nDate of mailing of the international search report: 17 July, 2012 (17.07.12)\n\nName and mailing address of the ISA/: Japanese Patent Office\n\nFacsimile No:\n\nTelephone No:\n\nForm PCT/ISA/210 (second sheet) (July 2009)\n\n14\n\n\n\nEP 2 698 441 A1\n\n# INTERNATIONAL SEARCH REPORT\n\nInternational application No. PCT/JP2012/059886\n\n# C (Continuation). DOCUMENTS CONSIDERED TO BE RELEVANT', '<2-hop>\n\n14\n\n\n\nEP 2 698 441 A1\n\n# INTERNATIONAL SEARCH REPORT\n\nInternational application No. PCT/JP2012/059886\n\n# C (Continuation). DOCUMENTS CONSIDERED TO BE RELEVANT\n\n| Category\\* | Citation of document, with indication, where appropriate, of the relevant passages                                                                                               | Relevant to claim No. |\n| ---------- | -------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- | --------------------- |\n| X          | WO 2005/33349 A1 (Nippon Steel Corp.), 14 April 2005 (14.04.2005), pages 7 to 12, 23 to 25 & EP 1679386 A1 & US 2007/0062611 A1 & KR 10-0772243 B1 & CN 1863934 A & TWI 293332 B | 2-3                   |\n| X          | JP 2008-174773 A (Sumitomo Metal Industries, Ltd.), 31 July 2008 (31.07.2008), paragraphs \\[0095] to \\[0103] (Family: none) (Nippon Steel Corp.)                                 | 3                     |\n| A          | JP 2006-118039 A, 11 May 2006 (11.05.2006), claims 1 to 4 & US 7608154 B2 & EP 1791985 A & WO 2006/033286 A1 & KR 10-2007-0043045 A & TWI 300445 B & CN 101023195 A              | 1-3                   |\n\nForm PCT/ISA/210 (continuation of second sheet) (July 2009)\n\n15\n\n\n\nEP 2 698 441 A1\n\n# REFERENCES CITED IN THE DESCRIPTION']","The international search report for patent application PCT/JP2012/059886 considered several documents relevant, including WO 2005/33349 A1 (Nippon Steel Corp.), EP 1679386 A1, US 2007/0062611 A1, KR 10-0772243 B1, CN 1863934 A, TWI 293332 B, JP 2008-174773 A (Sumitomo Metal Industries, Ltd.), JP 2006-118039 A, US 7608154 B2, EP 1791985 A, WO 2006/033286 A1, KR 10-2007-0043045 A, TWI 300445 B, and CN 101023195 A. These documents were cited as relevant to claims 1-3 of the application.",,,,multi_hop_specific_query_synthesizer
